Version,Domain,Topic,Level,#,Requirement,Description,Gitbook link,,,Assessment,Issue Keys,Proposed Assessment,Source,Description (e.g. how),Comment / Precision,Workload,Delay
2026,Security,Application Lifecycle,5,SEC-APP-#40,Vulnerability Management,I have automated my security tests,SEC-APP-#40,,,,,,,,,,
2026,Security,Identity Access Management,2,SEC-IAM-#10,Identity & Access Governance,I keep every human and non-human identity governed in a continuous path: each identity has a defined purpose and I revoke access immediately when unused or no longer required,SEC-IAM-#10,,,,,,,,,,
2026,Security,Identity Access Management,2,SEC-IAM-#11,Access Management,I design my product following Adeo IAM Cookbook enforce IAM policy for all human and non-human secrets and change any default password when local authentication cannot be avoided,SEC-IAM-#11,,,,,,,,,,
2026,Security,Identity Access Management,2,SEC-IAM-#12,Autorizations Management,I implement a minimal access model for each application with a clear baseline role granting access and a deny-by-default policy ensuring consistent authorization before introducing finer controls,SEC-IAM-#12,,,,,,,,,,
2026,Security,Identity Access Management,3,SEC-IAM-#20,Identity & Access Governance,I apply the same governed lifecycle to human and non-human identities: I document and enforce all Joiner/Mover/Leaver actions I remove any legacy or unmanaged identity such as LDAP service accounts,SEC-IAM-#20,,,,,,,,,,
2026,Security,Identity Access Management,3,SEC-IAM-#21,Access Management,I enforce ADEO access policies including MFA ensure end-to-end accountability for privileged actions and route all virtual machine access through an approved bastion,SEC-IAM-#21,,,,,,,,,,
2026,Security,Identity Access Management,3,SEC-IAM-#22,Autorizations Management,I isolate and refine high-risk privileges and I grant human and robot identities only the minimal entitlements or scopes they need to perform their responsibilities,SEC-IAM-#22,,,,,,,,,,
2026,Security,Identity Access Management,4,SEC-IAM-#30,Identity & Access Governance,I keep the authorization matrix continuously updated aligning roles and entitlements and I ensure IAG manages all JML flows and licences for the application.,SEC-IAM-#30,,,,,,,,,,
2026,Security,Identity Access Management,4,SEC-IAM-#31,Access Management,I enforce MFA on my application for all users and from any origin to ensure consistent protection against unauthorized access across the entire access landscape,SEC-IAM-#31,,,,,,,,,,
2026,Security,Identity Access Management,4,SEC-IAM-#32,Autorizations Management,I use RBAC or ABAC based on attributes managed in IAG for human and robot identities and I enforce granular API scopes and methods aligned with real responsibilities,SEC-IAM-#32,,,,,,,,,,
2026,Security,Identity Access Management,5,SEC-IAM-#40,Identity & Access Governance,I map technical roles to business roles in IAG and review them on a defined schedule to ensure entitlements stay aligned with evolving responsibilities along the governance path,SEC-IAM-#40,,,,,,,,,,
2026,Security,Identity Access Management,5,SEC-IAM-#41,Access Management,I secure access to assets through ADEO Zero-Trust Network Access allowing only verified and context-validated users and I ensure keys rotate automatically and tokens are regularly validated,SEC-IAM-#41,,,,,,,,,,
2026,Security,Identity Access Management,5,SEC-IAM-#42,Autorizations Management,I enforce segregation of duties for human and robot identities: I automatically prevent toxic conflicts and I require peer-validated approval before activating any sensitive API or service privilege,SEC-IAM-#42,,,,,,,,,,
2026,Security,Identity Access Management,6,SEC-IAM-#50,Identity & Access Governance,I keep human and non-human access aligned with responsibilities: I monitor application recertifications and I evolve rotate and retire non-human identities as systems change,SEC-IAM-#50,,,,,,,,,,
2026,Security,Identity Access Management,6,SEC-IAM-#51,Access Management,I monitor and detect suspicious activity of my non-human identities (e.g. authentication from unusual location unusual operations),SEC-IAM-#51,,,,,,,,,,
2026,Security,Infrastructure,2,SEC-INF-#10,Platform hardening,I apply strict separation of environments in terms of infrastructure network and data,SEC-INF-#10,,,,,,,,,,
2026,Security,Infrastructure,2,SEC-INF-#11,Edge security & Data transit,I identify the exposition points of my product,SEC-INF-#11,,,,,,,,,,
2026,Security,Infrastructure,3,SEC-INF-#20,Platform hardening,I strengthen proper separation of workloads and prevent lateral movement of threats,SEC-INF-#20,,,,,,,,,,
2026,Security,Infrastructure,3,SEC-INF-#21,Edge security & Data transit,I ensure that data transmitted over the network are encrypted,SEC-INF-#21,,,,,,,,,,
2026,Security,Infrastructure,4,SEC-INF-#30,Platform hardening,I'm strengthening the security of my application by using components that are already secure,SEC-INF-#30,,,,,,,,,,
2026,Security,Infrastructure,4,SEC-INF-#31,Edge security & Data transit,I secure my application against DDoS & Anti Bots attacks to guarantee its availability,SEC-INF-#31,,,,,,,,,,
2026,Security,Infrastructure,5,SEC-INF-#40,Platform hardening,I guarantee data confidentiality by encrypting it as soon as it is stored,SEC-INF-#40,,,,,,,,,,
2026,Security,Infrastructure,5,SEC-INF-#41,Edge security & Data transit,I'm integrating an automation system to manage the lifecycle of my application's certificates,SEC-INF-#41,,,,,,,,,,
2026,Security,Risk Containment,2,SEC-RIS-#10,Risk Management,I know the impact of my product on business,SEC-RIS-#10,,,,,,,,,,
2026,Security,Risk Containment,2,SEC-RIS-#11,Detection & Response,I monitor users actions and log all main activities,SEC-RIS-#11,,,,,,,,,,
2026,Security,Risk Containment,2,SEC-RIS-#12,Third parties management,I establish and maintain an inventory of product-related suppliers,SEC-RIS-#12,,,,,,,,,,
2026,Security,Risk Containment,3,SEC-RIS-#20,Risk Management,I have a process to manage my product's vulnerabilities and compliances,SEC-RIS-#20,,,,,,,,,,
2026,Security,Risk Containment,3,SEC-RIS-#21,Detection & Response,I have defined and formalized a security incident management procedure.,SEC-RIS-#21,,,,,,,,,,
2026,Security,Risk Containment,3,SEC-RIS-#22,Third parties management,I assess product-related supplier during RFP POC or new contracts and reassess supplier annually at a minimum and with renewed contracts,SEC-RIS-#22,,,,,,,,,,
2026,Security,Risk Containment,4,SEC-RIS-#30,Risk Management,I have an up-to-date risk matrix and associated treatment plan,SEC-RIS-#30,,,,,,,,,,
2026,Security,Risk Containment,4,SEC-RIS-#31,Detection & Response,I am able to determine the cause and scope of a security incident,SEC-RIS-#31,,,,,,,,,,
2026,Security,Risk Containment,4,SEC-RIS-#32,Third parties management,I review regularly and monitor product-related all suppliers every two years,SEC-RIS-#32,,,,,,,,,,
2026,Security,Risk Containment,5,SEC-RIS-#41,Detection & Response,I know my needs regarding cyber event detection and the scope to be covered,SEC-RIS-#41,,,,,,,,,,
2026,Security,Risk Containment,6,SEC-RIS-#51,Detection & Response,I automate tests to verify the validity of the controls,SEC-RIS-#51,,,,,,,,,,
2026,Finance,Finance Data & KPIs,2,FIN-FDK-#10,ESG Data,I have listed the data points in my application required for ESG / CSRD reporting,FIN-FDK-#10,,,,,,,,,,
2026,Finance,Finance Data & KPIs,2,FIN-FDK-#11,Sales and Margin,I have listed all sales and margin data consumed or computed in my application,FIN-FDK-#11,,,,,,,,,,
2026,Finance,Finance Data & KPIs,2,FIN-FDK-#12,Tax Archiving,I have identified and validated all the data that needs to be archived from a legal tax perspective with the Group Tax department or BU Tax department and updated the documentary repositories,FIN-FDK-#12,,,,,,,,,,
2026,Finance,Finance Data & KPIs,3,FIN-FDK-#20,ESG Data,I have defined and validated the identified data points in Collibra,FIN-FDK-#20,,,,,,,,,,
2026,Finance,Finance Data & KPIs,3,FIN-FDK-#21,Sales and Margin,I am retrieving sales and margin data from official finance data sets which include metadata and source information,FIN-FDK-#21,,,,,,,,,,
2026,Finance,Finance Data & KPIs,3,FIN-FDK-#22,Tax Archiving,I can trigger and publish identified data history (manually or automatically) minimum for the last 5 years,FIN-FDK-#22,,,,,,,,,,
2026,Finance,Finance Data & KPIs,4,FIN-FDK-#30,ESG Data,I have ensured that all data points are published in the Data Finder in production,FIN-FDK-#30,,,,,,,,,,
2026,Finance,Finance Data & KPIs,4,FIN-FDK-#31,Sales and Margin,I ensure that sales and margin data computed in my application are aligned with official rules and logic,FIN-FDK-#31,,,,,,,,,,
2026,Finance,Finance Data & KPIs,4,FIN-FDK-#32,Tax Archiving,I archive the history of data identified for the last 10 years on my digital solution,FIN-FDK-#32,,,,,,,,,,
2026,Finance,Finance Data & KPIs,5,FIN-FDK-#40,ESG Data,I have ensured that the targeted duration of historization is 10 years,FIN-FDK-#40,,,,,,,,,,
2026,Finance,Finance Data & KPIs,5,FIN-FDK-#42,Tax Archiving,I automatically publish identified data in target compliant dataset validated by the Group Tax department or BU Tax department with 10 years of history,FIN-FDK-#42,,,,,,,,,,
2026,Finance,Finance Data & KPIs,6,FIN-FDK-#50,ESG Data,I am able to prove that all data including historical data is available compliant in terms of quality and structure and its traceability is documented,FIN-FDK-#50,,,,,,,,,,
2026,Finance,Finance Data & KPIs,6,FIN-FDK-#52,Tax Archiving,I manage an alerting system data consistency and mock audits to identify data issues,FIN-FDK-#52,,,,,,,,,,
2026,Finance,Finance Digital Services,2,FIN-FDS-#10,3rd Party Referencing,I have aligned the quality of my third-party data with Company Registration framework,FIN-FDS-#10,,,,,,,,,,
2026,Finance,Finance Digital Services,2,FIN-FDS-#11,Accounting Connectivity,I have mapped the business objects to the financial platform's data requirements and verified that the payload is correctly formatted,FIN-FDS-#11,,,,,,,,,,
2026,Finance,Finance Digital Services,2,FIN-FDS-#12,Invoice generation,I have aligned invoice data in my application with Invoice request data model,FIN-FDS-#12,,,,,,,,,,
2026,Finance,Finance Digital Services,3,FIN-FDS-#20A,3rd Party Referencing,I'm using Company Registration APIs for new registration and retrieve single ID,FIN-FDS-#20A,,,,,,,,,,
2026,Finance,Finance Digital Services,3,FIN-FDS-#20B,3rd Party Referencing,I'm using Check Ethics API before registering a new third-party partner,FIN-FDS-#20B,,,,,,,,,,
2026,Finance,Finance Digital Services,3,FIN-FDS-#21,Accounting Connectivity,I established a data link to the accounting system for financially critical events identified by the financial platform,FIN-FDS-#21,,,,,,,,,,
2026,Finance,Finance Digital Services,3,FIN-FDS-#22A,Invoice generation,I'm using FIT API to trigger generation of invoices to B2B and B2G,FIN-FDS-#22A,,,,,,,,,,
2026,Finance,Finance Digital Services,3,FIN-FDS-#22B,Invoice generation,I'm using SAP API to trigger generation of invoices to B2B and B2G,FIN-FDS-#22B,,,,,,,,,,
2026,Finance,Finance Digital Services,4,FIN-FDS-#30,3rd Party Referencing,I have aligned and converted all my historical data for existing provider,FIN-FDS-#30,,,,,,,,,,
2026,Finance,Finance Digital Services,4,FIN-FDS-#31,Accounting Connectivity,I developed the full integration with the accounting system,FIN-FDS-#31,,,,,,,,,,
2026,Finance,Finance Digital Services,5,FIN-FDS-#41,Accounting Connectivity,I have accessible metrics needed to drive the performance of the Digital Product's business process,FIN-FDS-#41,,,,,,,,,,
2026,Finance,Internal Control By Design,2,FIN-ICB-#10,Roles & Responsibilities,I have assessed if my application is subject to potential inappropriate accumulation of privileges,FIN-ICB-#10,,,,,,,,,,
2026,Finance,Internal Control By Design,2,FIN-ICB-#11,Process Risks and Embedded Controls,I have assessed if my application bears critical or high impact on the business,FIN-ICB-#11,,,,,,,,,,
2026,Finance,Internal Control By Design,3,FIN-ICB-#20,Roles & Responsibilities,I have defined a matrix of segregation of duties based on my user profiles (RACI),FIN-ICB-#20,,,,,,,,,,
2026,Finance,Internal Control By Design,3,FIN-ICB-#21,Process Risks and Embedded Controls,I have identified my risks prioritized them (Critical High Medium & Low) and I know which elements of control to implement based on the risks' analysis,FIN-ICB-#21,,,,,,,,,,
2026,Finance,Internal Control By Design,4,FIN-ICB-#30,Roles & Responsibilities,I have implemented segregation of duty in my application for the high risks conflicts (additional controls are still needed for medium and low),FIN-ICB-#30,,,,,,,,,,
2026,Finance,Internal Control By Design,4,FIN-ICB-#31,Process Risks and Embedded Controls,I have deployed the controls to prevent the critical risks,FIN-ICB-#31,,,,,,,,,,
2026,Finance,Internal Control By Design,5,FIN-ICB-#40,Roles & Responsibilities,I have fully implemented segregation of duties matrix in my application,FIN-ICB-#40,,,,,,,,,,
2026,Finance,Internal Control By Design,5,FIN-ICB-#41,Process Risks and Embedded Controls,I have deployed the controls to prevent the high risks,FIN-ICB-#41,,,,,,,,,,
2026,Finance,Internal Control By Design,6,FIN-ICB-#50,Roles & Responsibilities,I have implemented automatic update of profiles and duties with Hylia/Workday roles,FIN-ICB-#50,,,,,,,,,,
2026,Finance,Internal Control By Design,6,FIN-ICB-#51,Process Risks and Embedded Controls,I have deployed the controls to prevent the medium risks,FIN-ICB-#51,,,,,,,,,,
